Count,AirplaneID,Source,Destination,DepartureTime,ArrivalTime,RunningStatus,NumOfStops,Fare
9103,Embraer ERJ155,VAUD,VANP,07:02,21:13,On Time,0,6942
9104,Airbus A319,VEPT,VAJM,10:29,11:26,Cancelled,0,39404
9105,Airbus A319,VOMY,VOBI,15:26,21:26,Delayed,1,31110
9106,Airbus A321,VEPT,VIJO,21:14,07:05,Delayed,0,19035
9107,Embraer ERJ155,VEBI,VEIM,13:58,19:45,On Time,0,26087
9108,Airbus A321,VAJM,VIPT,08:37,00:08,On Time,0,19404
9109,Boeing 737,VA1P,VEBD,11:37,04:57,On Time,2,47054
9110,Airbus A332,VAHB,VICG,19:55,06:59,On Time,0,8809
9111,Boeing 787,VEBD,VOMY,03:16,14:00,Cancelled,0,18286
9112,Airbus A319,VOPN,VEMH,10:00,09:55,On Time,0,46370
9113,Airbus A332,VEKU,VEMH,08:19,07:12,On Time,3,37897
9114,Embraer ERJ145,VIKG,VIPK,00:29,18:34,On Time,3,21883
9115,Boeing 747,VA1P,VOHY,01:03,23:33,Delayed,2,21611
9116,Boeing 707,VARP,VIJO,17:09,03:29,On Time,0,27965
9117,Embraer ERJ145,VIDP,VILK,10:41,13:30,On Time,0,29262
9118,Embraer ERJ155,VIDN,VIAR,01:30,05:21,On Time,0,26549
9119,Embraer ERJ155,VASD,VICX,15:37,16:56,On Time,0,49759
9120,Airbus A320,VICX,VOTV,16:25,18:55,Delayed,0,24949
9121,Boeing 737,VIAL,VICG,18:43,07:45,On Time,1,35578
9122,Embraer ERJ145,VAKE,VEKW,23:08,19:58,On Time,1,11134
9123,Airbus A320,VEGK,VARK,21:31,18:34,On Time,3,26028
9124,Boeing 727,VEGT,VEGT,22:12,22:03,On Time,1,8671
9125,Airbus A320,VASL,VOSM,13:29,19:15,On Time,0,39669
9126,Boeing 787,VOPC,VOTV,14:36,21:47,On Time,3,46764
9127,Embraer ERJ165,VEIM,VOTP,18:59,06:40,On Time,0,38414
9128,Boeing 707,VAAH,VIBY,22:13,02:31,On Time,0,41890
9129,Boeing 747,VASD,VOSM,23:59,00:57,On Time,0,36544
9130,Airbus A320,VOHY,VELR,19:47,21:21,On Time,1,29015
9131,Boeing 707,VAUD,VIPK,08:02,20:02,Delayed,0,18932
9132,Boeing 787,VEDG,VAKJ,23:04,21:33,Cancelled,2,41143
9133,Airbus A320,VAKE,VABJ,04:53,09:02,On Time,1,40327
9134,Embraer ERJ155,VOTV,VAND,20:05,02:26,On Time,0,14478
9135,Embraer ERJ165,VOCI,VANP,17:02,10:52,On Time,1,21792
9136,Airbus A321,VAUD,VILK,17:47,04:24,Delayed,1,28303
9137,Embraer ERJ155,VASL,VEIM,14:32,22:08,On Time,1,28299
9138,Embraer ERJ145,VEJT,VILK,12:17,13:53,Cancelled,0,48113
9139,Airbus A320,VEMR,VEBG,01:22,07:24,On Time,0,49631
9140,Airbus A320,VEBD,VIKG,07:25,05:08,On Time,1,39272
9141,Embraer ERJ155,VOTV,VIDP,01:54,01:39,On Time,2,47272
9142,Embraer ERJ165,VEBD,VASD,07:31,15:36,On Time,0,46104
9143,Embraer ERJ165,VOCL,VEMH,16:42,19:21,On Time,0,43171
9144,Airbus A332,VAAU,VELP,15:15,02:12,On Time,1,43222
9145,Boeing 727,VOTV,VIJP,08:19,06:24,On Time,1,13089
9146,Airbus A320,VABI,VABV,17:22,22:48,On Time,3,15971
9147,Boeing 707,VAOZ,VAOZ,01:14,17:30,Cancelled,0,45295
9148,Boeing 747,VELR,VELP,01:09,01:50,On Time,0,42034
9149,Airbus A321,VAID,VIBY,21:22,21:21,Cancelled,0,45013
9150,Boeing 747,VIKO,VO80,09:04,21:10,On Time,2,6138
9151,Boeing 737,VEPT,VOTJ,11:26,05:11,On Time,1,28568
9152,Embraer ERJ145,VEKU,VASL,00:31,02:11,On Time,1,44410
9153,Boeing 707,VEDZ,VABO,03:41,20:00,On Time,0,41658
9154,Airbus A332,VEGK,VAGO,21:00,22:36,Delayed,1,26485
9155,Airbus A321,VAAH,VILH,09:24,20:01,On Time,2,25986
9156,Embraer ERJ165,VEAT,VOHY,06:19,01:32,On Time,1,48724
9157,Boeing 747,VEVZ,VEDZ,22:40,10:00,Delayed,3,42833
9158,Embraer ERJ145,VIBN,VISR,13:42,15:26,On Time,0,6399
9159,Boeing 747,VEBG,VABV,16:04,06:43,On Time,1,10050
9160,Embraer ERJ145,VABO,VANP,12:06,20:58,On Time,0,22855
9161,Airbus A332,VOCP,VOPB,02:11,09:59,On Time,2,29861
9162,Airbus A319,VABV,VAAH,23:14,01:36,Cancelled,0,37385
9163,Boeing 787,VAAU,VIPK,19:12,12:12,On Time,3,20647
9164,Airbus A319,VELP,VIJU,14:17,14:09,On Time,1,29733
9165,Boeing 747,VIDN,VOCI,06:52,22:22,On Time,1,14214
9166,Embraer ERJ145,VABJ,VEPG,05:38,13:50,On Time,2,35159
9167,Boeing 727,VABO,VAHB,23:58,12:55,Cancelled,2,22490
9168,Boeing 707,VOCL,VOKN,14:27,01:54,On Time,0,46618
9169,Boeing 707,VAOZ,VEJS,01:48,14:57,Cancelled,2,23042
9170,Airbus A332,VARP,VOTR,08:54,11:03,On Time,1,37124
9171,Boeing 737,VO80,VOTV,07:48,04:12,On Time,3,41529
9172,Airbus A321,VOMM,VOKN,19:25,08:05,On Time,0,14736
9173,Airbus A332,VEPT,VORY,02:58,03:13,On Time,2,37892
9174,Boeing 727,VIDP,VIAR,09:22,21:31,Cancelled,0,38265
9175,Embraer ERJ155,VEGK,VELR,02:37,20:35,On Time,0,37785
9176,Boeing 787,VEJS,VEJT,02:37,22:49,Delayed,1,49837
9177,Boeing 727,VOPB,VA1P,22:33,04:00,Cancelled,1,39662
9178,Embraer ERJ155,VILH,VEVZ,15:56,14:03,Cancelled,0,39012
9179,Airbus A321,VEBD,VOWA,04:38,10:10,On Time,1,34458
9180,Embraer ERJ145,VEGT,VEJS,19:05,01:30,On Time,0,9098
9181,Boeing 747,VARP,VEGK,00:19,08:56,On Time,3,6661
9182,Boeing 727,VISR,VAPR,13:33,11:49,On Time,0,15766
9183,Boeing 787,VEKU,VEIM,11:04,13:33,On Time,0,8243
9184,Boeing 727,VEDG,VAUD,20:08,18:12,On Time,3,33902
9185,Airbus A321,VORY,VAND,14:29,14:28,On Time,1,38906
9186,Embraer ERJ145,VOHY,VOSM,03:11,07:58,On Time,1,19103
9187,Embraer ERJ155,VIPK,VASL,15:55,10:21,On Time,1,15206
9188,Airbus A332,VABV,VEKW,23:48,06:48,Cancelled,2,30169
9189,Airbus A320,VIPK,VIJU,03:31,16:31,On Time,0,28073
9190,Boeing 787,VIJP,VIBY,21:07,01:33,Delayed,0,11842
9191,Embraer ERJ155,VOTV,VOML,20:47,19:49,On Time,0,9488
9192,Boeing 787,VEMH,VOCP,17:14,15:24,On Time,1,29357
9193,Embraer ERJ145,VIBN,VEMN,19:54,09:27,Cancelled,0,16318
9194,Boeing 737,VIBY,VAAU,09:56,17:39,Delayed,0,15623
9195,Embraer ERJ155,VASL,VEBI,02:41,12:05,On Time,0,21100
9196,Airbus A332,VIDN,VABV,15:10,07:56,Cancelled,1,29869
9197,Boeing 727,VIJU,VEDG,22:04,08:19,Cancelled,1,14255
9198,Boeing 747,VOCB,VIAX,12:57,16:34,On Time,2,36298
9199,Boeing 787,VABB,VEPT,13:48,09:21,Cancelled,2,10836
9200,Airbus A319,VELR,VELP,20:48,04:59,On Time,3,29948
9201,Airbus A321,VEVZ,VICX,03:25,14:16,Cancelled,0,46411
9202,Embraer ERJ145,VEJS,VOCL,19:31,01:35,On Time,0,31480
9203,Embraer ERJ155,VORY,VAAU,18:25,05:16,Cancelled,1,34438
9204,Boeing 727,VEDG,VEBS,01:07,15:43,Cancelled,1,24313
9205,Embraer ERJ165,VOBL,VEKU,00:59,02:58,On Time,1,26055
9206,Embraer ERJ155,VEBG,VAGO,18:38,11:22,Delayed,0,8884
9207,Boeing 727,VEVZ,VEMH,11:43,07:02,On Time,0,26701
9208,Airbus A320,VERC,VARK,17:44,06:56,On Time,0,17565
9209,Boeing 707,VOML,VILH,11:54,17:13,On Time,1,29357
9210,Boeing 707,VASL,VEGT,19:20,00:12,On Time,1,7220
9211,Boeing 747,VEIM,VIDN,22:21,16:30,Cancelled,3,14492
9212,Boeing 747,VEKW,VAGO,06:11,04:56,On Time,1,38086
9213,Airbus A332,VIJP,VAAU,11:37,20:15,On Time,0,46593
9214,Airbus A321,VIJP,VOHY,16:48,20:00,Cancelled,1,5377
9215,Airbus A320,VOTR,VANP,16:15,07:40,Cancelled,2,36366
9216,Boeing 707,VOCL,VEGT,15:12,00:31,Delayed,0,26482
9217,Embraer ERJ155,VOHY,VAUD,15:16,05:41,On Time,0,28277
9218,Boeing 727,VILK,VOMD,13:44,13:30,On Time,1,11201
9219,Airbus A319,VISR,VEBS,14:06,16:17,Delayed,2,27595
9220,Boeing 707,VA1P,VISR,16:09,07:48,On Time,3,42247
9221,Embraer ERJ155,VIAR,VOPC,10:26,06:17,On Time,3,36203
9222,Boeing 727,VASD,VOMM,21:26,15:14,On Time,1,36660
9223,Airbus A332,VARK,VAOZ,06:30,04:14,On Time,0,13382
9224,Embraer ERJ165,VOMM,VEVZ,22:40,09:47,On Time,2,41787
9225,Boeing 707,VEMR,VEDG,20:56,17:05,On Time,0,45089
9226,Embraer ERJ145,VAAK,VAKE,01:25,10:04,On Time,3,25563
9227,Boeing 787,VOML,VEMH,22:35,02:43,Delayed,1,23042
9228,Airbus A321,VARP,VOHS,13:54,18:20,On Time,1,38401
9229,Embraer ERJ155,VEKW,VIDP,05:41,09:21,Delayed,1,6319
9230,Airbus A320,VASD,VAUD,07:50,00:32,On Time,0,44862
9231,Boeing 747,VAAH,VIJU,13:28,18:39,On Time,3,41025
9232,Airbus A319,VEBG,VAAU,05:57,03:25,On Time,2,26221
9233,Embraer ERJ145,VORY,VA1G,03:54,23:49,On Time,2,15406
9234,Boeing 787,VANP,VEDZ,18:27,11:28,On Time,0,35049
9235,Boeing 707,VERC,VECC,15:27,12:12,On Time,2,26147
9236,Boeing 727,VEJP,VOPC,14:37,19:48,Delayed,0,27980
9237,Embraer ERJ155,VANP,VASL,19:42,12:17,On Time,0,20023
9238,Embraer ERJ165,VARP,VOMD,09:32,05:42,On Time,1,30537
9239,Boeing 707,VOCB,VOPN,17:45,11:55,Delayed,0,48581
9240,Embraer ERJ165,VABI,VOMM,01:54,23:39,Cancelled,0,8898
9241,Embraer ERJ145,VAPR,VABO,11:48,00:11,On Time,1,40909
9242,Boeing 787,VOCP,VARP,00:22,04:38,On Time,0,27275
9243,Embraer ERJ155,VELP,VABI,11:33,15:49,Delayed,0,33144
9244,Airbus A319,VIDN,VILK,20:44,22:32,On Time,3,38055
9245,Boeing 747,VOML,VIBN,12:17,05:43,On Time,2,17436
9246,Boeing 727,VOMD,VOSM,22:06,04:54,Cancelled,0,25402
9247,Boeing 727,VAUD,VARP,17:28,05:21,On Time,0,32168
9248,Embraer ERJ165,VEPT,VOKN,21:36,17:02,On Time,0,26958
9249,Airbus A332,VOPC,VEBD,13:44,10:24,Cancelled,0,36046
9250,Airbus A319,VOKN,VIJO,09:08,18:40,On Time,1,27187
9251,Boeing 787,VABB,VAPO,06:59,04:46,On Time,2,24643
9252,Embraer ERJ165,VEBI,VASD,03:57,22:30,Delayed,0,41439
9253,Boeing 727,VOTP,VOML,01:14,10:31,On Time,0,34110
9254,Boeing 707,VOTJ,VAPO,21:12,22:02,On Time,2,14089
9255,Embraer ERJ165,VEZO,VOML,11:39,02:42,Cancelled,0,13611
9256,Boeing 727,VO80,VOCP,00:28,12:27,On Time,1,35534
9257,Embraer ERJ155,VAAU,VAAU,04:30,14:33,On Time,1,14003
9258,Boeing 707,VEDZ,VEMR,23:59,09:10,Delayed,1,12371
9259,Boeing 727,VEGK,VEAT,00:58,08:42,On Time,1,23611
9260,Embraer ERJ155,VIJP,VOKN,04:27,22:29,On Time,1,48131
9261,Embraer ERJ155,VOBL,VOMM,08:45,14:54,Delayed,1,8206
9262,Boeing 747,VAAU,VERC,09:34,06:01,On Time,1,10223
9263,Boeing 747,VIJP,VANP,12:43,19:52,On Time,1,33428
9264,Embraer ERJ145,VIDN,VOCB,03:55,20:16,Delayed,0,20545
9265,Airbus A321,VOMY,VOTP,15:20,23:13,Cancelled,3,40959
9266,Airbus A332,VIKO,VISR,20:45,14:24,Delayed,0,11127
9267,Airbus A319,VELR,VEBD,10:05,08:12,Delayed,0,10745
9268,Embraer ERJ155,VAPO,VOMY,03:58,21:15,Cancelled,3,39822
9269,Boeing 747,VAND,VOCI,01:02,17:08,On Time,0,37952
9270,Airbus A320,VAKJ,VANP,17:47,07:02,Delayed,1,16690
9271,Boeing 787,VOCI,VABP,06:16,15:15,On Time,1,49277
9272,Embraer ERJ165,VAPR,VOKN,19:55,05:27,Cancelled,0,17344
9273,Airbus A319,VABP,VORY,00:36,09:16,Delayed,0,14984
9274,Embraer ERJ165,VEDZ,VARK,12:30,07:12,Cancelled,0,46599
9275,Airbus A319,VIDN,VO55,12:21,13:06,On Time,1,17543
9276,Airbus A321,VIDP,VAKJ,01:31,21:59,On Time,0,30568
9277,Boeing 737,VOTV,VOPC,21:44,01:49,On Time,1,12234
9278,Boeing 737,VOTR,VOMY,04:27,22:24,On Time,0,42140
9279,Embraer ERJ145,VICX,VAPO,00:08,23:09,On Time,0,36323
9280,Boeing 727,VABI,VIDP,13:59,18:21,On Time,1,26066
9281,Boeing 747,VOMM,VARK,09:15,23:50,Cancelled,3,14188
9282,Boeing 747,VIBN,VOSM,06:20,06:53,On Time,3,38954
9283,Airbus A319,VECC,VAUD,00:54,14:27,On Time,3,42376
9284,Airbus A321,VAID,VIGR,11:48,09:54,On Time,1,30618
9285,Embraer ERJ145,VOCP,VASL,01:24,02:19,On Time,0,40102
9286,Airbus A332,VA1P,VABM,04:03,04:39,On Time,1,42666
9287,Embraer ERJ155,VOSM,VAND,22:26,00:50,On Time,1,6906
9288,Airbus A320,VELR,VABO,20:35,00:06,On Time,3,33302
9289,Airbus A320,VABV,VOSM,09:22,08:58,On Time,0,9557
9290,Boeing 787,VOMY,VOTP,20:40,21:03,Delayed,3,15836
9291,Boeing 727,VAKE,VOCP,20:07,05:32,On Time,1,43684
9292,Boeing 727,VIAL,VABI,04:01,11:07,Cancelled,1,11948
9293,Embraer ERJ155,VEZO,VAAK,04:44,04:43,On Time,0,40310
9294,Embraer ERJ145,VICG,VIAX,06:10,12:35,On Time,0,8564
9295,Boeing 747,VIBK,VIBY,15:56,04:20,On Time,3,38091
9296,Airbus A319,VIJO,VIJU,14:20,01:51,Cancelled,1,9160
9297,Embraer ERJ155,VEBS,VICX,15:28,04:14,Cancelled,2,40938
9298,Boeing 737,VILK,VEZO,11:00,18:00,On Time,2,20251
9299,Airbus A320,VAHB,VORG,15:27,01:21,On Time,2,28334
9300,Airbus A332,VOBI,VEBS,23:31,04:16,On Time,0,9280
9301,Boeing 727,VOTJ,VEMN,15:03,08:04,Delayed,1,47978
9302,Boeing 787,VOPN,VEKW,22:09,12:09,On Time,2,44727
9303,Boeing 737,VIKO,VOPB,13:32,22:45,Delayed,0,33038
9304,Boeing 787,VARK,VOCB,02:43,16:02,On Time,0,48378
9305,Embraer ERJ165,VELR,VOBI,18:09,03:43,On Time,0,23299
9306,Embraer ERJ145,VOTR,VORG,23:07,05:52,On Time,2,30756
9307,Airbus A319,VECC,VAID,10:51,19:07,On Time,2,21347
9308,Airbus A320,VAAU,VEIM,21:53,20:38,On Time,2,7838
9309,Airbus A332,VOCI,VOHY,04:10,06:11,Cancelled,2,23758
9310,Airbus A321,VOCL,VIJO,08:42,04:04,On Time,0,45003
9311,Boeing 737,VOTJ,VIBN,06:25,05:37,Cancelled,3,45893
9312,Embraer ERJ155,VABO,VAAH,00:55,19:05,On Time,1,34100
9313,Embraer ERJ145,VEDG,VIGR,21:24,10:25,On Time,3,35781
9314,Boeing 787,VOTV,VABV,08:34,16:33,On Time,1,42072
9315,Airbus A320,VOHS,VEDZ,05:02,13:36,Cancelled,0,9798
9316,Boeing 727,VOTJ,VAND,03:05,19:16,On Time,1,19263
9317,Airbus A320,VAJM,VAOZ,05:40,03:04,Delayed,0,36701
9318,Airbus A319,VORG,VORY,23:45,16:48,Cancelled,3,13696
9319,Embraer ERJ165,VICX,VIBK,23:39,23:37,Cancelled,1,34065
9320,Airbus A321,VOMY,VOPC,02:28,17:09,On Time,1,13578
9321,Boeing 707,VAND,VEMH,17:53,05:40,On Time,3,33634
9322,Airbus A332,VABP,VIDP,16:35,08:34,On Time,3,46478
9323,Boeing 707,VICX,VAGO,12:57,01:21,On Time,0,32729
9324,Airbus A321,VEJP,VOCI,02:48,20:11,On Time,0,7168
9325,Embraer ERJ165,VECC,VEGK,08:25,21:32,On Time,0,40914
9326,Boeing 707,VEIM,VIPK,09:35,18:44,Cancelled,3,15669
9327,Boeing 727,VOPB,VIJU,10:05,23:32,On Time,0,9070
9328,Boeing 747,VARK,VAKE,12:33,23:29,Delayed,3,44957
9329,Airbus A332,VICG,VO80,21:20,15:04,On Time,1,12901
9330,Boeing 727,VOBI,VEKW,11:34,12:55,Cancelled,0,17657
9331,Airbus A320,VEJT,VERC,15:09,21:32,Delayed,1,38362
9332,Embraer ERJ155,VEMR,VIDN,10:57,13:11,Delayed,3,29179
9333,Airbus A321,VAND,VIKO,22:43,04:35,On Time,3,31428
9334,Embraer ERJ155,VEBG,VABI,00:39,13:31,On Time,0,23022
9335,Embraer ERJ155,VEJS,VELR,01:12,12:52,Cancelled,1,47952
9336,Embraer ERJ145,VIJO,VILH,15:41,16:30,On Time,2,17600
9337,Airbus A320,VELP,VOWA,01:39,17:59,On Time,2,32970
9338,Boeing 707,VAND,VIAR,04:21,19:43,On Time,1,25650
9339,Embraer ERJ145,VABB,VEKW,18:48,03:01,On Time,1,27466
9340,Airbus A321,VAHB,VA1P,01:16,15:28,Cancelled,2,25131
9341,Embraer ERJ165,VOSM,VERC,15:48,10:08,On Time,1,6892
9342,Boeing 737,VA1G,VEBS,04:00,23:05,On Time,1,39964
9343,Airbus A332,VOHS,VOKN,16:26,16:56,Cancelled,0,41780
9344,Boeing 787,VEMR,VOPN,22:41,06:56,Delayed,2,40336
9345,Airbus A319,VABO,VIDP,23:13,21:24,On Time,2,48414
9346,Boeing 737,VEBD,VOMD,10:20,07:28,On Time,1,34755
9347,Airbus A332,VEGK,VEBI,03:07,18:55,Cancelled,0,34836
9348,Airbus A332,VABV,VASL,21:59,11:50,Cancelled,1,15381
9349,Airbus A321,VORY,VOCL,02:19,10:39,Cancelled,1,27766
9350,Boeing 787,VIAR,VASD,12:17,07:24,On Time,0,36366
9351,Boeing 727,VASD,VEJP,05:37,23:25,Cancelled,0,37647
9352,Boeing 727,VAAU,VOCL,22:13,00:49,Delayed,1,48638
9353,Boeing 727,VEMN,VOMY,02:10,16:24,On Time,2,26144
9354,Embraer ERJ165,VEJT,VOTP,15:31,19:48,On Time,1,46231
9355,Airbus A332,VABI,VOTJ,17:21,07:56,Delayed,0,11272
9356,Embraer ERJ165,VAUD,VOML,01:04,11:23,On Time,1,8756
9357,Airbus A321,VEVZ,VORY,13:23,02:19,On Time,0,25867
9358,Airbus A332,VIJU,VOMD,02:23,22:45,On Time,0,13048
9359,Embraer ERJ155,VEPT,VEMN,09:48,01:55,On Time,0,7562
9360,Embraer ERJ145,VARK,VEZO,22:05,04:29,On Time,1,5638
9361,Airbus A321,VEVZ,VAKJ,11:15,23:16,On Time,0,9812
9362,Embraer ERJ145,VABM,VOCP,11:04,20:53,On Time,1,33542
9363,Boeing 787,VAAH,VOCB,13:24,09:55,On Time,0,7007
9364,Embraer ERJ145,VIPK,VOPB,08:28,09:57,Delayed,0,14136
9365,Embraer ERJ145,VORG,VIPK,22:09,00:11,On Time,1,6369
9366,Embraer ERJ145,VAAU,VAGO,16:13,10:20,On Time,2,10277
9367,Airbus A332,VEZO,VOSM,08:42,22:24,On Time,2,24975
9368,Boeing 737,VEBI,VOPC,08:41,13:13,Cancelled,2,35499
9369,Airbus A332,VOCP,VISR,06:20,21:45,On Time,0,21562
9370,Airbus A319,VABM,VARP,16:48,01:40,On Time,1,33200
9371,Embraer ERJ145,VAHB,VIAX,18:22,18:08,Cancelled,2,38395
9372,Embraer ERJ165,VEBG,VASD,08:15,01:36,On Time,0,15195
9373,Airbus A332,VOMM,VIBY,06:05,00:33,Delayed,2,9872
9374,Airbus A321,VEGT,VEMR,18:32,14:28,On Time,0,48337
9375,Airbus A319,VIPT,VIPT,01:35,02:21,Delayed,1,16825
9376,Airbus A320,VOCL,VIJU,20:17,07:15,Delayed,1,49932
9377,Airbus A321,VIBY,VOCL,09:40,18:58,Delayed,0,41160
9378,Boeing 707,VIBN,VANP,03:31,09:47,Delayed,1,42745
9379,Airbus A332,VIBY,VEIM,16:58,07:46,On Time,0,28851
9380,Airbus A332,VABV,VIGR,23:33,00:48,Cancelled,1,40687
9381,Boeing 727,VIGR,VOPN,04:43,20:03,On Time,0,35904
9382,Airbus A321,VIPT,VIDP,16:12,13:12,On Time,0,42770
9383,Boeing 747,VOMY,VAPO,01:39,22:55,Delayed,0,10722
9384,Boeing 707,VABJ,VEJP,20:44,04:12,On Time,0,38840
9385,Airbus A332,VEMH,VOMY,07:57,06:31,Delayed,1,36515
9386,Airbus A321,VELR,VEMH,10:51,15:38,On Time,2,28041
9387,Embraer ERJ155,VABV,VEDZ,23:12,04:02,Cancelled,2,12243
9388,Airbus A321,VIKO,VAHB,21:53,00:02,On Time,2,6768
9389,Embraer ERJ145,VOBI,VIAX,14:47,08:00,Cancelled,1,33359
9390,Boeing 737,VEZO,VIJU,01:30,05:53,On Time,1,30753
9391,Airbus A319,VEZO,VAID,14:31,20:17,Cancelled,0,5738
9392,Airbus A320,VABP,VICX,08:49,12:49,On Time,3,7865
9393,Embraer ERJ155,VAUD,VIJU,20:56,15:23,On Time,3,29893
9394,Boeing 727,VIAL,VERC,00:37,09:33,Cancelled,3,7012
9395,Airbus A321,VOKN,VEMH,00:28,05:04,Delayed,0,15960
9396,Embraer ERJ155,VABB,VOPB,00:17,21:32,Cancelled,0,43952
9397,Airbus A332,VAAH,VIPT,05:38,17:05,Cancelled,2,28775
9398,Airbus A321,VOML,VARP,20:41,05:04,Cancelled,0,14802
9399,Embraer ERJ145,VAAK,VIJP,04:36,10:45,On Time,0,34207
9400,Airbus A332,VA1G,VIAL,04:38,05:15,On Time,0,30424
9401,Embraer ERJ145,VOHY,VIAL,20:58,00:57,On Time,0,23763
9402,Airbus A321,VEJS,VAOZ,22:58,02:22,On Time,1,7704
9403,Boeing 727,VEGT,VILK,12:42,20:55,Cancelled,0,40293
9404,Airbus A319,VOHY,VEZO,02:22,00:11,On Time,1,36927
9405,Embraer ERJ155,VIPK,VAAK,23:28,22:21,On Time,0,10438
9406,Boeing 747,VEPG,VIPK,14:30,23:25,Delayed,3,5409
9407,Airbus A321,VABV,VIPT,09:34,18:39,On Time,0,34865
9408,Boeing 737,VEKU,VASD,02:58,16:36,On Time,1,40998
9409,Boeing 737,VIJP,VOKN,08:04,18:06,Delayed,1,43285
9410,Boeing 737,VEBI,VEBG,21:10,01:01,Delayed,3,30862
9411,Airbus A332,VOMY,VEJT,06:31,02:57,Cancelled,0,34376
9412,Airbus A319,VEMN,VELR,14:15,17:05,Delayed,1,49534
9413,Boeing 787,VABP,VILK,14:24,15:01,Delayed,2,35130
9414,Boeing 737,VOTR,VOMM,07:18,16:30,Cancelled,0,18925
9415,Airbus A320,VIKO,VAID,23:43,00:03,Cancelled,3,28813
9416,Airbus A319,VO55,VOTJ,19:06,16:28,On Time,1,45809
9417,Airbus A320,VARP,VOHY,12:10,09:46,Delayed,0,20423
9418,Embraer ERJ165,VOHY,VOSM,00:45,14:05,On Time,1,32383
9419,Embraer ERJ145,VO55,VABV,04:49,04:10,On Time,0,7866
9420,Boeing 787,VOCP,VEPG,01:55,03:19,On Time,2,45388
9421,Airbus A320,VEIM,VEJS,11:15,22:01,On Time,3,35877
9422,Embraer ERJ165,VEJT,VO80,18:20,02:35,On Time,1,48316
9423,Boeing 707,VOTJ,VABV,05:06,21:28,Cancelled,3,11520
9424,Boeing 747,VABO,VEPT,05:17,01:09,Delayed,0,10915
9425,Embraer ERJ145,VICG,VIPT,20:43,08:28,On Time,0,47212
9426,Boeing 727,VOKN,VOWA,13:14,14:59,On Time,0,41003
9427,Boeing 787,VIAX,VEMN,03:29,14:58,Delayed,3,24383
9428,Embraer ERJ165,VEBI,VOKN,17:27,01:49,On Time,1,7459
9429,Airbus A320,VAPR,VELR,02:17,00:42,On Time,0,7143
9430,Airbus A321,VAPR,VEMR,16:47,00:37,On Time,0,44294
9431,Boeing 707,VO80,VERC,02:15,11:51,On Time,2,33423
9432,Boeing 707,VAAH,VOMM,08:12,08:57,On Time,1,47542
9433,Embraer ERJ155,VEKU,VOBL,01:04,04:46,Cancelled,2,27773
9434,Embraer ERJ145,VAPR,VAHB,06:51,14:51,On Time,0,24516
9435,Boeing 747,VEKW,VOCL,01:25,09:59,On Time,1,7677
9436,Boeing 707,VOHS,VEMR,23:13,16:45,On Time,2,41057
9437,Boeing 747,VIGR,VEBS,12:01,04:28,On Time,3,7826
9438,Boeing 787,VA1P,VIBY,09:55,06:53,Cancelled,0,36508
9439,Airbus A332,VIPT,VOCI,17:44,22:24,On Time,0,20709
9440,Airbus A320,VOMY,VABJ,06:25,08:04,On Time,0,46221
9441,Boeing 707,VEVZ,VOPB,14:42,20:35,Cancelled,0,34286
9442,Boeing 747,VAAK,VIBY,01:19,06:46,Cancelled,1,43222
9443,Boeing 737,VOCI,VEIM,18:28,00:41,On Time,0,33504
9444,Airbus A332,VOMY,VAKE,08:03,07:12,On Time,3,29570
9445,Embraer ERJ145,VOMY,VAHB,13:45,07:44,Delayed,0,21531
9446,Airbus A332,VOTV,VOBI,20:53,02:41,On Time,1,29215
9447,Airbus A319,VIAR,VELR,03:14,10:43,On Time,1,22058
9448,Airbus A319,VISR,VA1G,17:13,17:31,Delayed,3,20767
9449,Boeing 787,VEJT,VIJP,22:25,06:57,Delayed,2,22564
9450,Airbus A332,VEDG,VEMN,01:36,02:34,Delayed,0,28491
9451,Embraer ERJ155,VEZO,VEPG,10:27,02:27,Delayed,1,39301
9452,Airbus A321,VAAH,VAKE,21:34,11:40,On Time,3,43818
9453,Boeing 787,VEKU,VABB,08:31,19:00,On Time,0,40939
9454,Boeing 787,VOMM,VIAX,08:55,08:51,On Time,3,39083
9455,Boeing 747,VEDZ,VIPK,04:10,15:28,On Time,0,29086
9456,Airbus A321,VICX,VEJT,05:03,05:47,Cancelled,3,38452
9457,Airbus A320,VEBI,VOSM,08:57,07:56,Cancelled,1,37137
9458,Embraer ERJ165,VICG,VISR,09:44,17:31,On Time,3,22937
9459,Airbus A332,VEGT,VA1G,00:16,05:45,On Time,3,18277
9460,Boeing 747,VIAX,VABM,02:37,17:25,Delayed,2,41530
9461,Airbus A321,VEPT,VOTJ,23:16,03:15,On Time,3,16714
9462,Embraer ERJ145,VIPK,VEJS,07:53,20:17,On Time,1,44177
9463,Embraer ERJ165,VABM,VAKJ,09:12,07:05,On Time,0,35908
9464,Airbus A332,VIAX,VEMN,23:52,02:23,On Time,1,42868
9465,Airbus A332,VEJS,VABB,05:59,21:26,Cancelled,0,40397
9466,Embraer ERJ165,VIDP,VEKU,03:33,18:46,Cancelled,2,49441
9467,Airbus A319,VAPO,VEBD,16:06,13:49,Cancelled,0,41969
9468,Boeing 747,VIJU,VAOZ,02:33,04:59,On Time,0,29174
9469,Airbus A321,VIKO,VECC,03:43,04:30,On Time,3,13916
